id,timestamp,url,tweet,replies,retweets,quotes,likes
1.31E+18,10/9/2020 14:15,https://twitter.com/JoeBiden/status/1314570059017334786,"What we need in America is leadership that seeks to de-escalate tensions, to open lines of communication, and to bring us together. To heal — and to hope.

As president, that is precisely what I will do.",6245,15334,870,108025
1.31E+18,10/9/2020 15:08,https://twitter.com/JoeBiden/status/1314583396970979328,25 days. Let’s win this thing.,22816,67050,4924,655728
1.31E+18,10/9/2020 16:46,https://twitter.com/JoeBiden/status/1314608059482865667,"Congratulations to the UN World Food Program. With global hunger on the march, made worse by the pandemic and conflict around the world, we must come together to fight food insecurity. As president, I'll support the WFP and reassert American leadership to address global hunger. https://t.co/mt5uwCG5zT",1385,9052,283,58993
1.31E+18,10/9/2020 17:35,https://twitter.com/JoeBiden/status/1314620390682091531,"Folks, if you live in:

Idaho
New York
North Carolina
Oklahoma

Today is your last day to register to vote. Head to https://t.co/eoxT07d7QB and get registered before it’s too late. https://t.co/1VCz0wqEdP",1775,10095,316,28309
1.31E+18,10/9/2020 18:52,https://twitter.com/JoeBiden/status/1314639768227966977,"Why did Donald Trump tell Bob Woodward the truth about COVID-19, but not the American people?",15235,45394,2516,294401
1.31E+18,10/9/2020 20:05,https://twitter.com/JoeBiden/status/1314658139715915777,"It’s estimated that nearly another 200,000 Americans could lose their lives by the end of the year because of this virus.

Enough. No more.

Let’s set the partisanship aside. Let’s end the politics. Let’s follow the science.",5444,17987,729,99495
1.31E+18,10/9/2020 21:25,https://twitter.com/JoeBiden/status/1314678357838032897,Tune in as I deliver remarks from our drive-in event in Las Vegas. https://t.co/wWSWQgfyw6,1939,2818,170,12873
1.31E+18,10/9/2020 22:30,https://twitter.com/JoeBiden/status/1314694629720092672,John — and farmers across the country — can’t afford four more years of a climate change denier in the White House. https://t.co/Nnv3XPdDlx,2225,9712,432,43602
1.31E+18,10/9/2020 23:49,https://twitter.com/JoeBiden/status/1314714747762335746,"40,000 people a day are coming down with the coronavirus. What is the matter with this guy? https://t.co/N71KynIX2k",9460,43360,1758,192554
1.31E+18,10/10/2020 0:20,https://twitter.com/JoeBiden/status/1314722312105590784,"You and I can change the course of history.

Vote: https://t.co/eoxT07uII9 https://t.co/r1GFkkUkyt",5645,8382,593,43289
1.31E+18,10/10/2020 13:35,https://twitter.com/JoeBiden/status/1314922380528095232,"Over 213,000 Americans have died from this virus — and the hard truth is it didn’t have to happen this way. https://t.co/27TL7PAhCi",3424,8991,505,34531
1.31E+18,10/10/2020 14:55,https://twitter.com/JoeBiden/status/1314942513413672961,To all my fellow Delawareans — today is your last day to register to vote. Head to https://t.co/CMstw01RMW to get registered today.,1338,4110,130,17005
1.31E+18,10/10/2020 15:22,https://twitter.com/JoeBiden/status/1314949308194729985,"If you're sick, struggling, or worried about how you're going to get through the day — know you are not alone.

We're all in this together. And together, we'll emerge stronger than before. https://t.co/ztiKctOcHW",2393,8007,548,31397
1.31E+18,10/10/2020 16:48,https://twitter.com/JoeBiden/status/1314970950484594689,"What does building back better mean for you?

- Millions of new, good-paying jobs
- A $15 federal minimum wage
- Stronger benefits and fair workplaces
- An economy that works for everyone—not just the wealthy
- The choice to join a union

That's the future we can build together.",8925,10799,1129,55914
1.31E+18,10/10/2020 17:45,https://twitter.com/JoeBiden/status/1314985295180259329,We need a president who understands hardworking Americans — not one who looks down on them.,22817,33519,3478,289762
1.32E+18,10/10/2020 19:30,https://twitter.com/JoeBiden/status/1315011720709050368,"Let’s go vote, America.

https://t.co/eoxT07d7QB https://t.co/Nso0pXH7ER",16717,28235,4037,205766
1.32E+18,10/10/2020 20:20,https://twitter.com/JoeBiden/status/1315024302278955011,"We're eight months into this crisis, and this president still has no plan to rebuild our economy.

I do. I'll get America back to work — and build back better.

Here's how: https://t.co/XjiTnHDiUk",6090,6508,642,29639
1.32E+18,10/10/2020 20:55,https://twitter.com/JoeBiden/status/1315033249186414592,"I’m in Erie, Pennsylvania, to discuss my plans to build back better. Tune in. https://t.co/8NqGra1egn",3011,3441,267,18054
1.32E+18,10/10/2020 21:50,https://twitter.com/JoeBiden/status/1315046951440838656,"The fact is this pandemic has exposed the cracks in our already broken mental health care system.

We can and must do better.

As president, I’ll fight to achieve mental health parity, expand access to care, and wipe out the stigma. #WorldMentalHealthDay",3465,10968,458,64430
1.32E+18,10/10/2020 23:00,https://twitter.com/JoeBiden/status/1315064572940877826,"America has to be about the possibilities of prosperity. 

Not just for the privileged few. But for the many — for all of us.",6178,12147,757,81155
1.32E+18,10/11/2020 0:00,https://twitter.com/JoeBiden/status/1315079668463284224,"One in five small businesses have closed.
More than 25 million Americans are on unemployment.
Millions are at risk of losing their homes.

But President Trump doesn’t seem to care. He only cares about how he and his wealthy friends are doing.",16148,17974,1888,90875
1.32E+18,10/11/2020 15:22,https://twitter.com/JoeBiden/status/1315311696022437888,There is no excuse for President Trump’s reckless behavior. https://t.co/ooUh6pxRDt,5333,25333,1432,85077
1.32E+18,10/11/2020 16:02,https://twitter.com/JoeBiden/status/1315321762524127240,"I want every member of the LGBTQ+ community to know you are loved and accepted just as you are — whether you've come out or not. I'll fight every day in the White House to create a country where you can live open, proud, and free — without fear. #NationalComingOutDay",8758,56863,4167,323095
1.32E+18,10/11/2020 16:50,https://twitter.com/JoeBiden/status/1315333841767354368,"Today, let's all celebrate the one billion girls and young women around the world — and recommit to fight for their education, work, health, rights, and opportunities. A Biden-Harris administration will work to elevate their voices and ensure an equal future. #DayOfTheGirl",3046,13741,544,86003
1.32E+18,10/11/2020 17:30,https://twitter.com/JoeBiden/status/1315343909346779136,"Today we join Polish-Americans in celebrating General Pulaski, whose heroism built the American cavalry and saved the life of George Washington. America will always stand with the Polish people against the common threats we face.",2495,6546,465,45769
1.32E+18,10/11/2020 19:30,https://twitter.com/JoeBiden/status/1315374108218064896,"When President Trump was told one thousand Americans were dying every day from COVID-19, he shrugged it off and said, ""it is what it is.""

It is what it is?

This president doesn't even pretend to care about the Americans he swore to serve. It's disgraceful.",8061,27049,1117,150454
1.32E+18,10/11/2020 20:30,https://twitter.com/JoeBiden/status/1315389206991122432,"In January, I said President Trump was the worst possible leader to deal with a public health crisis. And everything we’ve been through in the months since has proven that to be true. https://t.co/twcy3Ql0Xc",3776,11541,617,42279
1.32E+18,10/11/2020 21:30,https://twitter.com/JoeBiden/status/1315404306258903040,"I helped pull this country out of a recession before — and, as president, I’ll do it again.",37397,50493,6123,470126
1.32E+18,10/11/2020 22:45,https://twitter.com/JoeBiden/status/1315423180257808385,"This election, you have the power to choose:

Hope over fear.
Truth over lies.
Unity over division.

Vote. https://t.co/eoxT07uII9",12509,11287,1518,60947
1.32E+18,10/11/2020 23:40,https://twitter.com/JoeBiden/status/1315437021570248704,"Brayden — you have heart, courage, and maturity beyond your years. You have unlimited potential — and I can't wait to see what your future holds. https://t.co/7t2mHOXNMa",3631,24805,3650,132392
1.32E+18,10/12/2020 0:30,https://twitter.com/JoeBiden/status/1315449605098799104,"From Seneca Falls to Selma to Stonewall, we’re at our best when the promise of America is available to all.",5481,12624,611,91968
1.32E+18,10/12/2020 14:15,https://twitter.com/JoeBiden/status/1315657223004065792,"Health care is deeply personal to me. And I guarantee you that if I'm elected president, I will protect your family's health care as if it were my own. https://t.co/wmIpmg1EcT",5406,15517,944,76304
1.32E+18,10/12/2020 15:41,https://twitter.com/JoeBiden/status/1315678865268772865,"On this Indigenous People’s Day, we must both recognize the past that has brought us here, and commit to one another to write a new future of promise, partnership, and equal opportunity for the proud Tribal Nations of our country. https://t.co/7bOkPVCJc3",3105,7926,572,38709
1.32E+18,10/12/2020 16:30,https://twitter.com/JoeBiden/status/1315691197998923795,"Georgia — you don’t have to wait until November 3rd to cast your ballot. Early voting begins today.

Head to https://t.co/RIJ1L4B5o9 to find all the info you need.",2025,5629,284,22127
1.32E+18,10/12/2020 17:32,https://twitter.com/JoeBiden/status/1315706973661265920,"I'm in Toledo, Ohio, to discuss my plans to build the economy back better for working families. Tune in. https://t.co/MXlsFdS3Xt",2286,3358,268,15956
1.32E+18,10/12/2020 18:22,https://twitter.com/JoeBiden/status/1315719382182526976,I know Americans aren’t looking for a handout. They just want a fair chance to get ahead — and I’ll work every day to make sure folks get that chance.,12499,17387,5207,130731
1.32E+18,10/12/2020 20:04,https://twitter.com/JoeBiden/status/1315745051515908096,"The longer Donald Trump is president, the more reckless he gets.",18564,41439,3120,365607
1.32E+18,10/12/2020 21:39,https://twitter.com/JoeBiden/status/1315768965281447936,"There's no question: we are neck and neck in Ohio — and with early voting underway and only 22 days until Election Day, there's no time to waste. Join us live from Cincinnati as we get out the vote: https://t.co/oMwv9s2sLE",1704,3188,181,13209
1.32E+18,10/12/2020 21:39,https://twitter.com/JoeBiden/status/1315768958742491136,"Donald Trump is running TV ads taking Dr. Fauci out of context and without his permission.

So, here’s a message from the President in his own words. https://t.co/WCYbIfrQLR",9263,63957,8206,211424
1.32E+18,10/12/2020 22:40,https://twitter.com/JoeBiden/status/1315784310016761857,"Today marks 22 years since Matthew Shepard passed away after a brutal anti-gay hate crime. Over two decades later, violence against LGBTQ+ Americans is at an all-time high. As president, I'll strengthen our hate crimes laws and make clear that bigotry has no place in America.",3743,25696,1222,154189
1.32E+18,10/12/2020 23:10,https://twitter.com/JoeBiden/status/1315791859919122433,"On National Farmers Day, we honor the hardworking men and women who drive our economy, fuel our rural communities, and nourish our nation. A Biden-Harris administration will work every day to restore the dignity our farmers deserve and help them build back better than before.",2089,5299,270,28639
1.32E+18,10/12/2020 23:35,https://twitter.com/JoeBiden/status/1315798151375187968,"Folks, we're just a few days away from our final public fundraising deadline, and we need your help to hit our goal.

Every donation — big or small — makes a big difference during these final weeks.

If you're able, please chip in: https://t.co/GQKCKd8oNV",2000,2455,145,9706
1.32E+18,10/13/2020 0:15,https://twitter.com/JoeBiden/status/1315808217620860930,We need a president who will unite our country and bring out our best — not one who stokes division and brings out our worst.,18066,24688,2452,189376
1.32E+18,10/13/2020 1:15,https://twitter.com/JoeBiden/status/1315823316960120833,"I am ready to fight for you and for our nation. Every day. Without exception, without reservation. And with a full and devoted heart.",19024,22452,2483,178210
1.32E+18,10/13/2020 13:35,https://twitter.com/JoeBiden/status/1316009544481345541,"Three weeks from today, we’re going to make Donald Trump a one-term president.",36793,82071,9408,730214
1.32E+18,10/13/2020 14:45,https://twitter.com/JoeBiden/status/1316027160075866112,"Donald Trump has been trying to throw out Obamacare for years.

And now he sees an opportunity to finally get it done, all while ignoring the will of the people.

We can’t let him.",6094,13348,724,82152
1.32E+18,10/13/2020 15:30,https://twitter.com/JoeBiden/status/1316038704310480896,"@KamalaHarris @DouglasEmhoff Happy Birthday, @DouglasEmhoff!",187,961,22,18392
1.32E+18,10/13/2020 16:02,https://twitter.com/JoeBiden/status/1316046538339090433,"Texas — early voting begins today across the state.

Your voice can change the course of history — use it.

Head to https://t.co/COWdd5hED8 and make a plan to vote early today. https://t.co/j1hphIh2bS",1907,10656,644,38758
1.32E+18,10/13/2020 16:35,https://twitter.com/JoeBiden/status/1316054842838835200,"If you live in:

Kansas
Louisiana
Maryland
Minnesota
New Jersey
Oregon
Virginia
Washington D.C.
West Virginia

Today is your last day to register to vote. Head to https://t.co/eoxT07d7QB to register before it's too late. https://t.co/KzozufgQH7",1628,9181,361,21730
1.32E+18,10/13/2020 17:18,https://twitter.com/JoeBiden/status/1316065663916683264,Kentucky — in-person early voting begins today across the state. Head to https://t.co/JRj2A8zKYo and make your plan to vote.,1504,3834,215,16767
1.32E+18,10/13/2020 17:46,https://twitter.com/JoeBiden/status/1316072710485676034,"Folks, we have arrived at the final frontier of this election — and your support is more important than ever. Chip in to join us for a grassroots fundraiser as we boldly go into these last three weeks: https://t.co/ywclqY6n5E https://t.co/wKRyRclgda",1340,2605,178,11001
1.32E+18,10/13/2020 18:57,https://twitter.com/JoeBiden/status/1316090743925030912,"I’m in Pembroke Pines, Florida, to discuss my plans to protect and strengthen Social Security and ensure every American can retire with dignity. Tune in. https://t.co/Yo5dzpgDyZ",1774,3004,191,13175
1.32E+18,10/13/2020 20:15,https://twitter.com/JoeBiden/status/1316110207366250496,"215,000 Americans have died from COVID-19 on Donald Trump’s watch. 

It’s the greatest failure of presidential leadership in our nation’s history.",8805,25270,1292,138329
1.32E+18,10/13/2020 21:20,https://twitter.com/JoeBiden/status/1316126788972552192,"With just three weeks until Election Day, I’m in Miramar, Florida, to encourage folks to make their plan to vote. Tune in — and then head to https://t.co/uoiVh9HPb8 to make your plan today. https://t.co/5xzlVvl8xe",1098,2107,109,9746
1.32E+18,10/13/2020 22:03,https://twitter.com/JoeBiden/status/1316137386628313088,"The election is already underway.

Millions of Americans are voting. 

And they deserve to have their voices heard when it comes to who serves on the U.S. Supreme Court.",5314,14381,608,86783
1.32E+18,10/13/2020 22:45,https://twitter.com/JoeBiden/status/1316147956689575936,"We all know President Trump has a tendency to stray from the truth, so let's set the record straight. https://t.co/hMtEkvECQR",3098,12056,920,35663
1.32E+18,10/13/2020 23:16,https://twitter.com/JoeBiden/status/1316155757511966721,"Here's something that will be very different if I'm president: I'll actually listen to Dr. Fauci's advice and expertise, not attack him for telling the truth. https://t.co/RCXV5gtSbw",3733,16511,610,104750
1.32E+18,10/13/2020 23:45,https://twitter.com/JoeBiden/status/1316163055760232449,"Folks, it’s hard to believe, but tomorrow night marks our final public fundraising deadline of the campaign.

Can you chip in to help us post our strongest numbers yet? https://t.co/OZNNVP6VM6",2096,2836,183,10839
1.32E+18,10/14/2020 0:45,https://twitter.com/JoeBiden/status/1316178155510652929,I’ll be a president for all Americans. Not just the ones who vote for me.,25036,40626,3943,409852
1.32E+18,10/14/2020 1:30,https://twitter.com/JoeBiden/status/1316189479544279041,"Thank you, Florida! https://t.co/liQYRmvY7J",17138,17974,3439,156592
1.32E+18,10/14/2020 13:27,https://twitter.com/JoeBiden/status/1316369918774968322,20 days.,18935,27071,3370,280451
1.32E+18,10/14/2020 14:32,https://twitter.com/JoeBiden/status/1316386276572975109,"Wisconsin — today is your last day to register to vote online or by mail. Apply online by 11:59 PM or make sure your mail application is postmarked by today. 

Don’t let history repeat itself.

Head to https://t.co/YtDgQAoMCh to register now. https://t.co/k9pZKeAW2b",1584,5068,268,16507
1.32E+18,10/14/2020 15:02,https://twitter.com/JoeBiden/status/1316393826789937152,Kansas –– you can advance vote in many counties starting today. Head to https://t.co/UXWStEl2zn to find all the info you need to cast your ballot in this election.,1967,3224,156,12864
1.32E+18,10/14/2020 15:35,https://twitter.com/JoeBiden/status/1316402131197452288,"If President Trump is successful in forcing through his nominee to the U.S. Supreme Court, it will likely repeal the ACA and 100 million Americans with pre-existing conditions will lose their protections.
 
Vote like your health care depends on it. Because it does. https://t.co/XgY2aGRZq2",3884,6249,393,22302
1.32E+18,10/14/2020 16:35,https://twitter.com/JoeBiden/status/1316417230670721024,"Donald Trump wants to destroy Obamacare.

I want to protect and build on it.

It’s that simple, folks.",15175,23398,1747,168292
1.32E+18,10/14/2020 18:01,https://twitter.com/JoeBiden/status/1316438873405190145,"Virginia — your voter registration deadline has been extended! Head to https://t.co/fnQjqg1By6 to get registered online before 11:59 PM on Thursday, October 15.",1608,5242,185,17785
1.32E+18,10/14/2020 18:30,https://twitter.com/JoeBiden/status/1316446172521795584,"Tonight, our campaign will close our books and send in the names of our grassroots supporters for the final time. 

Chip in to make sure you’re on the list: https://t.co/ff1FGgz3yE",3012,2300,176,10590
1.32E+18,10/14/2020 19:40,https://twitter.com/JoeBiden/status/1316463787579502596,"Today would have been George Floyd’s 47th birthday, and he should be alive to celebrate it.

I made a promise to his family that I won’t let him become just another hashtag — and I’ll work every day as president to keep that promise.",9265,28385,1379,199403
1.32E+18,10/14/2020 20:37,https://twitter.com/JoeBiden/status/1316478131788746756,Don't throw away your shot to spend Friday night with the original cast of Hamilton. Chip in today to reserve your spot: https://t.co/utKe7y9Jg5 https://t.co/QkyGHlTYsl,1770,3281,182,15915
1.32E+18,10/14/2020 21:15,https://twitter.com/JoeBiden/status/1316487694818500608,Rhode Island and Tennessee — early voting has officially started. Join millions of people across the country and vote early today. https://t.co/eoxT07uII9,2352,2937,181,14063
1.32E+18,10/14/2020 21:40,https://twitter.com/JoeBiden/status/1316493986295504897,"There's only one way to end this horror: Vote.

https://t.co/eoxT07uII9 https://t.co/3RTLmdyzMa",7021,13778,1410,51378
1.32E+18,10/14/2020 22:30,https://twitter.com/JoeBiden/status/1316506571082522626,"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",15096,18206,1478,85432
1.32E+18,10/14/2020 22:58,https://twitter.com/JoeBiden/status/1316513615373987840,"Vote for America.

https://t.co/eoxT07uII9 https://t.co/sBd51fgmln",69823,63696,11473,216136
1.32E+18,10/15/2020 1:18,https://twitter.com/JoeBiden/status/1316548847712182272,"To every person who chipped in a few dollars last month — thank you. Because of your support, we raised an astounding $383 million. I'm incredibly humbled.

There's still more work to be done, but I wanted to share the good news with Trimicka, one of our grassroots supporters. https://t.co/f9hIPT6PTW",6353,8640,1296,47785
1.32E+18,10/15/2020 2:02,https://twitter.com/JoeBiden/status/1316559920741916672,"Folks, we can’t let up. We’re just a few hours away from our last public fundraising deadline before Election Day, and we need your help to hit our goal.

It all comes down to this. Chip in to beat Donald Trump: https://t.co/fMpq2FQjWw",4191,2516,281,12396
1.32E+18,10/15/2020 2:38,https://twitter.com/JoeBiden/status/1316569008594972672,Nature knows. https://t.co/JNSOxAUDLu,2961,4662,368,30597
1.32E+18,10/15/2020 2:52,https://twitter.com/JoeBiden/status/1316572503616094208,I heard it's #NationalDessertDay https://t.co/RtBhurORwR,17819,19278,7577,236018
1.32E+18,10/15/2020 13:45,https://twitter.com/JoeBiden/status/1316736837524713472,"The fact that Senate Republicans haven’t bothered to pass a COVID relief package but are rushing through President Trump’s Supreme Court pick says all you need to know.

We’ve got to flip the Senate, folks.",20238,49329,3181,272546
1.32E+18,10/15/2020 14:45,https://twitter.com/JoeBiden/status/1316751936142495745,North Carolina –– early voting begins today across the state. Head to https://t.co/3bJfY7O8Ap for all the info you need to make your voice heard.,2179,4449,245,18246
1.32E+18,10/15/2020 15:52,https://twitter.com/JoeBiden/status/1316768797110546432,"Arizona — your voter registration deadline has been extended! Head to https://t.co/2fKBLS6oXu to get registered online before 11:59 PM on Thursday, October 15.",1893,3632,171,12555
1.32E+18,10/15/2020 16:48,https://twitter.com/JoeBiden/status/1316782889808228352,Arizona — ¡la fecha límite para registrarte para votar en Arizona ha sido extendida! Visita https://t.co/nApec6sbPe para registrarte en linea antes de las 11:59PM el jueves 15 de octubre.,1728,1801,130,8148
1.32E+18,10/15/2020 17:25,https://twitter.com/JoeBiden/status/1316792201213407232,"This #SpiritDay — and every day — we must stand up to hate and intolerance. It’s up to all of us to ensure every young person is affirmed and accepted just as they are — regardless of sexual orientation, gender identity or expression.",2316,6687,294,36922
1.32E+18,10/15/2020 18:00,https://twitter.com/JoeBiden/status/1316801009184722945,"Donald Trump can lie about the economy all he wants, but the truth is he’s the worst jobs president since 1929. https://t.co/lShe254BEG",8396,31223,2346,87872
1.32E+18,10/15/2020 18:30,https://twitter.com/JoeBiden/status/1316808561435967488,Nevada — today is the last day to register to vote online to automatically receive a ballot in the mail. Head to https://t.co/ajJjiHyWD2 for all the information you need to make your voice heard.,1542,2284,129,9126
1.32E+18,10/15/2020 19:15,https://twitter.com/JoeBiden/status/1316819884081393667,President Obama and I left Donald Trump a booming economy — and he caused a recession. He squandered it just like he has everything else he’s inherited in his life.,35757,49192,6313,332884
1.32E+18,10/15/2020 20:00,https://twitter.com/JoeBiden/status/1316831214821548033,"Donald Trump is rushing through Justice Ginsburg's replacement because he's laser-focused on destroying the Affordable Care Act. 

Here's what's at stake: https://t.co/W7kluAVe2l",2956,3388,273,13142
1.32E+18,10/15/2020 20:36,https://twitter.com/JoeBiden/status/1316840452235186178,"During our contact tracing, we discovered around noon today that a member of the company that charters my airplane has also tested positive for COVID. This crew member was on the plane with me, but was more than 50 feet away. 

My COVID test from last night came back negative.",3773,6989,840,85646
1.32E+18,10/15/2020 20:37,https://twitter.com/JoeBiden/status/1316840627817066496,"Not only was the individual 50+ feet away and wearing a mask, but I was wearing an N-95 mask. No members of my staff were in contact with this crew member either.  My doctors have advised that there is no need for me to quarantine.",727,2339,93,36713
1.32E+18,10/15/2020 20:38,https://twitter.com/JoeBiden/status/1316840806502760448,"Our campaign’s contact tracing remains ongoing, and my team will continue to share any significant developments with the American people. If anything, let this serve as an example of the importance of wearing masks and keeping a safe, social distance.",940,2656,128,39802
1.32E+18,10/15/2020 21:31,https://twitter.com/JoeBiden/status/1316854109270503426,"Well, folks, @KamalaHarris and I watched some of President Trump’s remarks from the campaign trail — and it went just as you’d imagine. We wanted to take a moment to clear up some of the lies he’s been saying about us. https://t.co/QWqXp3qdSD",2913,18479,1496,102694
1.32E+18,10/15/2020 23:21,https://twitter.com/JoeBiden/status/1316881791425212417,"This is not a moment — it's a movement.

Rise up and be a part of it with the original cast of Hamilton.

Chip in to join: https://t.co/YtCDSeBN01",888,3468,171,19136
1.32E+18,10/15/2020 23:47,https://twitter.com/JoeBiden/status/1316888334594007040,"I’m about to step on stage for tonight’s town hall in Philadelphia, Pennsylvania. Tune in to @ABC to watch live.",4576,9296,630,89310
1.32E+18,10/16/2020 0:11,https://twitter.com/JoeBiden/status/1316894374500962305,"We're eight months into this pandemic, and Donald Trump still doesn't have a plan to get this virus under control.

I do.",3669,10396,546,72284
1.32E+18,10/16/2020 0:13,https://twitter.com/JoeBiden/status/1316894877649653761,"Over 215,000 Americans have died from COVID-19, and what is President Trump doing?

Nothing.",2135,5960,293,32356
1.32E+18,10/16/2020 0:18,https://twitter.com/JoeBiden/status/1316896136116891649,"The words of a president matter. And when a president doesn't wear a mask or makes fun of folks who do, it has consequences.",3537,17621,631,121039
1.32E+18,10/16/2020 0:20,https://twitter.com/JoeBiden/status/1316896639416561666,"Let me be very clear: If you make under $400,000 you won’t pay a penny more in taxes under my administration.",26962,48733,5341,368332
1.32E+18,10/16/2020 0:31,https://twitter.com/JoeBiden/status/1316899408315772928,The words of a president matter. https://t.co/ABrbg5xTkg,1664,6291,374,32645
1.32E+18,10/16/2020 0:47,https://twitter.com/JoeBiden/status/1316903434168172551,"Two of the things I've cared about throughout my whole career:

1. Improving the criminal justice system.
2. Putting Black Americans in a position to gain generational wealth.

And as president, I will continue that fight every day.",7961,4886,1538,29343
1.32E+18,10/16/2020 1:02,https://twitter.com/JoeBiden/status/1316907209465290752,"Folks, I hope I’m making you proud during tonight’s town hall.

If you’re with us, please chip in to help power our campaign over these final 19 days. https://t.co/rA9WmMPRxs",4223,4067,425,31412
1.32E+18,10/16/2020 1:29,https://twitter.com/JoeBiden/status/1316914003646517249,"We're a diverse country — and unless we are able to treat people equally, we're just never going to meet our potential.",4641,23135,936,155639
1.32E+18,10/16/2020 1:33,https://twitter.com/JoeBiden/status/1316915010606514176,"I'm running as a proud Democrat, but I'm going to be an American president. 

I'm going to take care of those who voted against me as well as those who voted for me. 

That's what presidents do.",9195,23885,1640,178075
1.32E+18,10/16/2020 1:42,https://twitter.com/JoeBiden/status/1316917275354669061,We have to heal this nation. https://t.co/wD45ZGcKO2,3795,9067,671,54041
1.32E+18,10/16/2020 1:53,https://twitter.com/JoeBiden/status/1316920043553378305,"How will I ensure the rights of LGBTQ+ people are protected under U.S. law?

I’ll change the law.",6960,28346,1990,235876
1.32E+18,10/16/2020 1:56,https://twitter.com/JoeBiden/status/1316920798406451205,"If I'm elected president, you won't hear me race-baiting, you won't hear me dividing — you'll hear me trying to unify. https://t.co/PNsBW8OQmX",8182,10391,1367,56409
1.32E+18,10/16/2020 2:05,https://twitter.com/JoeBiden/status/1316923063649226752,"I just stepped off the stage at tonight’s town hall, where I laid out what’s at stake in this election.

Now, I need your help. Chip in to power our campaign through this final stretch. https://t.co/OcFsE3oMHq",5481,4049,334,23246
1.32E+18,10/16/2020 14:20,https://twitter.com/JoeBiden/status/1317108032317267968,Nebraska — today is your last day to register to vote online and by mail. Head to https://t.co/K5rrtCjL7O to get registered before it’s too late.,1630,3105,142,12729
1.32E+18,10/16/2020 14:40,https://twitter.com/JoeBiden/status/1317113065544929282,Louisiana –– early voting begins today across the state. Head to https://t.co/2NyiL42it7 to find all the info you need to cast your ballot.,1918,3589,170,13667
1.32E+18,10/16/2020 15:00,https://twitter.com/JoeBiden/status/1317118107882803203,".@JLo and @AROD –– Jill and I are deeply grateful to have your support.

Thank you for stepping up and speaking out. As Jennifer said: The Latino community has the power to determine the outcome of this election. 

Vote: https://t.co/eoxT07d7QB https://t.co/Nf08ln8XVj",4576,7924,716,34967
1.32E+18,10/16/2020 17:11,https://twitter.com/JoeBiden/status/1317151066035802112,"The cast of Hamilton knows we're engaged in a battle for this nation's very soul — and this election is too important to sit out. So they're coming together for a grassroots fundraiser tonight that you won't want to miss.

Chip in to reserve your spot: https://t.co/3ScSFrEMSr",1968,3923,294,20189
1.32E+18,10/16/2020 17:57,https://twitter.com/JoeBiden/status/1317162642142875654,"I know times are tough, but I promise our best days still lie ahead. Together, we're going to overcome these crises, unite the country, and build a better future for all.",10212,19304,1311,138132
1.32E+18,10/16/2020 19:34,https://twitter.com/JoeBiden/status/1317187255019077632,We can’t let President Trump tear down Obamacare — we have to protect and build on it. Tune in as I speak live from Michigan about my plans to give more Americans access to affordable health care. https://t.co/RZ8hakbLbe,2698,3177,205,14064
1.32E+18,10/16/2020 20:37,https://twitter.com/JoeBiden/status/1317202907444334592,We need a president who will expand access to health care — not one who does everything he can to tear it away.,11036,20535,1292,156013
1.32E+18,10/16/2020 21:30,https://twitter.com/JoeBiden/status/1317216245679378432,"You have the power to prevent 2016 from happening again — but only if you vote.

https://t.co/eoxT07d7QB https://t.co/ujWChoXpYK",4316,15039,1102,53732
1.32E+18,10/16/2020 22:10,https://twitter.com/JoeBiden/status/1317226311669014528,"Not only does President Trump refuse to grant Temporary Protected Status to Venezuelans, but he also apparently used stealth deportations to send them back to the oppressive Maduro regime.

It’s abundantly clear he has no regard for the suffering of the Venezuelan people. https://t.co/wJnQ5EDT7M",2925,5623,400,21632
1.32E+18,10/16/2020 22:26,https://twitter.com/JoeBiden/status/1317230581994811392,"The election is underway across the country, and millions of Americans have already cast their ballots. I’m in Detroit, Michigan, to encourage folks to join them and vote early. Tune in. https://t.co/8QXlDNjKzi",2144,2336,148,10811
1.32E+18,10/16/2020 23:20,https://twitter.com/JoeBiden/status/1317243927817113600,Let’s be clear: The emergency aid should have never been denied in the first place. https://t.co/GZuhSNSY7y,3675,16937,537,93344
1.32E+18,10/16/2020 23:54,https://twitter.com/JoeBiden/status/1317252484071624708,"Violence against transgender and gender non-conforming people — particularly Black and Brown transgender women — is an epidemic that needs national leadership. But Donald Trump has done nothing but fan the flames of transphobia.

It has to end. https://t.co/v2DAbcIcCv",4090,7458,682,37034
1.32E+18,10/17/2020 0:32,https://twitter.com/JoeBiden/status/1317262047420190720,"Folks, millions of you have already requested absentee ballots. It’s essential to return your ballots as soon as you can. You can return your ballot by mail or, in most states, at locations designated by your clerk. Head to https://t.co/eoxT07uII9 to learn more. https://t.co/ULvjzpb8PZ",4654,5028,322,18386
1.32E+18,10/17/2020 14:01,https://twitter.com/JoeBiden/status/1317465638953168899,"We’ve got to come together to defeat Donald Trump –– Democrats, Independents, Republicans, and yes, even Demo-cats. https://t.co/LtsTWy7MmI",16219,45802,11397,213153
1.32E+18,10/17/2020 14:30,https://twitter.com/JoeBiden/status/1317472937159610373,"As the Hindu festival of Navratri begins, Jill and I send our best wishes to all those celebrating in the U.S. and around the world. May good once again triumph over evil — and usher in new beginnings and opportunity for all.",5983,18187,1329,141345
